employee_id,age,years_at_company,monthly_income,salary_hike_percent,distance_from_home_km,training_hours_year,projects_completed,average_weekly_hours,overtime_hours,manager_rating,employee_rating,promotion_wait_years,absent_days,sick_days,travel_days_month,department,job_role,education_level,gender,marital_status,shift,work_location,manager_style,received_bonus,recent_promotion,career_change_requested,mentor_assigned,has_stock_options,uses_company_transport,left_company
841,47,9,57823.0,7,34,3.0,12,60,20,3,5,3,20,3,12,Finance,Lead,Master,Female,Single,Flexible,Remote,Hands-off,1,0,0,1,1,0,0
842,22,4,45388.0,13,13,30.0,3,67,27,1,3,5,12,5,6,,Associate,PhD,Male,Married,Day,Office,Supportive,0,0,0,1,0,0,1
843,54,10,76382.0,6,10,67.0,11,61,21,4,4,5,8,6,1,Legal,Lead,High School,Female,Single,Night,Remote,Supportive,1,0,0,0,0,1,0
844,21,4,47363.0,7,18,35.0,15,30,0,4,4,0,8,5,7,Finance,Executive,Bachelor,Male,Divorced,Day,Office,Hands-off,1,0,0,0,0,0,0
845,28,16,76167.0,8,36,71.0,10,44,4,2,5,0,12,8,2,Operations,Manager,Master,Male,Married,Flexible,Office,Micromanager,1,0,0,0,0,1,0
846,43,15,57019.0,5,59,14.0,2,67,27,5,5,0,15,3,0,Marketing,Engineer,Bachelor,Female,Married,Day,Office,Balanced,0,0,0,0,1,0,0
847,56,0,53723.0,9,20,21.0,2,38,0,3,1,1,18,7,10,Engineering,Manager,Master,Male,Divorced,Flexible,Office,Balanced,0,0,0,1,0,0,0
848,51,1,40610.0,15,1,3.0,15,30,0,4,3,4,17,9,14,Research,Executive,Bachelor,Male,Single,Flexible,Office,Supportive,1,0,0,0,0,1,0
849,35,4,46153.0,20,56,18.0,11,66,26,2,4,4,18,8,7,Operations,Lead,Master,Female,Divorced,Day,Remote,Micromanager,1,0,0,1,0,1,0
850,58,12,76301.0,15,46,6.0,13,54,14,1,2,5,6,2,10,Engineering,Lead,Bachelor,Female,Single,Day,Hybrid,Supportive,1,0,0,0,1,0,0
851,40,1,38045.0,19,32,39.0,13,54,14,5,2,2,1,8,5,Finance,Lead,Master,Male,Divorced,Day,Hybrid,Supportive,1,0,0,1,0,1,0
852,31,0,20000.0,9,41,43.0,10,62,22,3,2,3,1,0,0,Engineering,Analyst,Bachelor,Male,Divorced,Flexible,Office,Hands-off,0,1,0,1,0,0,0
853,29,2,54224.0,13,6,27.0,14,57,17,3,5,1,4,4,4,Research,Analyst,Master,Male,Divorced,Day,Office,Balanced,1,0,0,1,0,0,0
854,57,9,64935.0,16,60,74.0,5,44,4,4,2,6,3,3,9,HR,Associate,Bachelor,Female,Single,Day,Office,Supportive,1,0,0,1,0,0,0
855,60,5,69921.0,8,16,4.0,15,50,10,2,4,4,6,2,3,Finance,Analyst,Bachelor,Female,Single,Day,Hybrid,Balanced,1,0,1,1,1,1,0
856,45,8,59720.0,14,38,38.0,15,31,0,5,4,7,11,10,5,Legal,Executive,Master,Male,Single,Day,Office,Balanced,1,0,0,0,0,0,0
857,60,20,94325.0,20,8,72.0,13,46,6,1,5,0,5,10,9,Finance,Associate,Master,Female,Single,Day,Office,Hands-off,1,0,0,1,0,0,0
858,47,11,,2,55,59.0,2,33,0,2,4,4,13,7,1,Research,Engineer,Bachelor,Female,Single,Day,Hybrid,,0,1,0,1,0,0,0
859,47,20,,14,54,30.0,1,36,0,3,4,1,12,1,5,HR,Manager,Bachelor,Female,Single,Flexible,Office,Balanced,0,0,0,0,1,0,0
860,38,14,62775.0,2,17,33.0,14,48,8,5,1,7,11,10,10,Engineering,Analyst,Master,Female,Divorced,Day,Office,Supportive,1,0,0,0,0,0,0
861,43,20,89269.0,17,9,65.0,2,47,7,1,1,7,1,1,4,HR,Executive,Bachelor,Female,Married,Day,Hybrid,Balanced,0,0,0,0,0,0,0
862,55,12,51458.0,1,13,71.0,15,50,10,1,3,5,20,2,6,Marketing,Lead,Master,Female,Divorced,Day,Hybrid,Balanced,0,0,0,0,0,0,0
863,28,13,,17,14,26.0,9,32,0,3,4,6,17,7,11,Operations,Engineer,Master,Male,Single,Day,Office,Micromanager,1,0,0,1,1,0,0
864,31,1,30740.0,13,4,38.0,9,69,29,1,3,0,12,10,5,Sales,Engineer,Bachelor,Male,Married,Day,Hybrid,Balanced,0,0,1,0,1,1,0
865,31,1,64901.0,6,11,11.0,13,48,8,5,4,5,11,10,1,Research,Lead,Bachelor,Male,Single,Day,Office,,1,0,0,0,1,0,0
866,44,8,80772.0,11,48,46.0,1,59,19,3,1,4,8,2,13,Finance,Lead,Master,Female,Divorced,Day,Hybrid,Supportive,1,0,0,1,0,0,1
867,34,6,76789.0,7,46,72.0,6,70,30,4,3,5,13,4,15,,Associate,Bachelor,Female,Divorced,Day,Office,Supportive,1,0,0,0,1,0,0
868,38,5,64949.0,14,31,15.0,8,66,26,4,4,4,0,3,13,Engineering,Lead,PhD,Female,Divorced,Flexible,Office,Balanced,1,0,0,0,0,0,0
869,44,20,98881.0,9,20,,2,67,27,4,2,0,9,8,8,,Analyst,Master,Male,Single,Day,Remote,Balanced,1,0,0,1,0,1,0
870,49,12,102803.0,1,35,44.0,9,51,11,3,2,4,9,4,0,Operations,Manager,Bachelor,Female,Divorced,Day,Office,Balanced,1,1,0,1,0,1,0
871,52,12,83764.0,16,1,5.0,1,33,0,1,5,0,3,8,8,Research,Associate,Bachelor,Female,Single,Day,Hybrid,Micromanager,1,0,0,0,0,1,0
872,36,18,86651.0,15,59,42.0,12,33,0,4,2,7,6,8,13,Marketing,Associate,Master,Female,Married,Day,Remote,Micromanager,1,0,0,1,0,1,0
873,47,2,67083.0,17,1,,13,34,0,2,1,4,20,9,3,Engineering,Analyst,High School,Male,Married,Day,Hybrid,Hands-off,1,0,0,1,1,0,0
874,37,0,,20,54,48.0,11,51,11,5,4,1,20,7,8,Engineering,Manager,High School,Female,Married,Night,Office,,0,0,0,0,0,0,0
875,37,16,84826.0,0,4,8.0,2,64,24,3,5,6,10,9,2,Operations,Executive,High School,Female,Divorced,Day,Office,Micromanager,1,0,1,0,0,0,1
876,26,18,77878.0,16,23,41.0,5,57,17,4,2,4,4,4,0,,Engineer,Bachelor,Female,Divorced,Night,Hybrid,Balanced,1,0,0,1,1,1,0
877,45,15,63395.0,14,34,60.0,4,65,25,5,5,2,14,0,15,Sales,Engineer,Bachelor,Male,Divorced,Day,Office,Balanced,1,0,0,1,0,0,1
878,56,14,85424.0,7,16,32.0,9,45,5,1,2,1,7,10,5,HR,Manager,Bachelor,Female,Married,Day,Hybrid,Micromanager,1,0,0,1,1,1,1
879,22,9,55426.0,4,26,3.0,10,67,27,4,2,1,15,8,6,Legal,Associate,Master,Male,Single,Flexible,Hybrid,Balanced,0,0,0,0,0,0,0
880,25,0,61534.0,13,25,24.0,9,64,24,5,2,1,9,7,2,Sales,Associate,Master,Male,Married,Day,Remote,Micromanager,1,0,0,1,1,0,0
881,57,18,106814.0,1,22,65.0,4,46,6,4,2,2,0,6,3,Finance,Manager,Bachelor,Male,Married,Day,Remote,Hands-off,1,0,0,0,1,0,0
882,53,0,65199.0,3,13,61.0,4,52,12,5,4,5,0,8,9,Research,Analyst,Bachelor,Female,Divorced,Night,Office,Hands-off,1,0,0,0,1,0,0
883,38,7,77509.0,3,44,39.0,12,37,0,5,3,3,17,8,13,Engineering,Analyst,High School,Female,Divorced,Flexible,Office,Supportive,1,0,0,0,0,0,1
884,28,11,65026.0,3,41,59.0,6,51,11,3,5,2,3,0,5,Finance,Analyst,Bachelor,Male,Single,Day,Hybrid,Supportive,0,0,0,1,1,0,0
885,22,2,47460.0,8,54,40.0,3,34,0,1,2,6,0,8,0,Sales,Lead,Master,Male,Single,Day,Remote,Supportive,0,0,0,0,0,0,1
886,21,0,22610.0,2,53,75.0,6,50,10,5,5,4,20,8,1,Sales,Executive,Bachelor,Male,Divorced,Day,Office,Balanced,1,0,0,0,1,0,0
887,24,18,82578.0,19,21,21.0,2,31,0,5,1,2,4,1,0,Engineering,Analyst,High School,Male,Divorced,Day,Office,Micromanager,0,0,0,1,0,0,0
888,56,1,20000.0,9,45,30.0,3,44,4,1,4,0,19,3,3,Research,Analyst,Master,Male,Married,Flexible,Hybrid,Hands-off,1,0,0,0,0,1,0
889,44,4,52028.0,6,12,52.0,4,59,19,5,3,3,7,7,0,Finance,Lead,Bachelor,Female,Married,Day,Office,Balanced,1,1,0,1,0,0,0
890,44,4,68237.0,19,6,75.0,5,32,0,5,3,5,20,3,0,HR,Analyst,Bachelor,Other,Single,Day,Hybrid,Hands-off,1,0,0,1,1,1,0
891,30,6,64839.0,20,53,75.0,2,52,12,1,5,0,3,4,6,Research,Engineer,Bachelor,Male,Divorced,Day,Office,Balanced,0,0,0,0,1,0,0
892,48,17,,16,41,19.0,7,66,26,5,5,7,14,6,15,Marketing,Analyst,Master,Female,Married,Flexible,Hybrid,Balanced,1,1,0,1,1,0,0
893,49,4,46899.0,15,36,16.0,4,43,3,2,1,7,0,2,5,Engineering,Analyst,Master,Female,Single,Day,Hybrid,Micromanager,0,0,0,1,0,1,0
894,58,19,106869.0,16,57,58.0,7,55,15,3,2,4,9,8,4,Operations,Manager,PhD,Male,Divorced,Flexible,Hybrid,Balanced,0,0,0,0,0,0,1
895,39,6,45374.0,11,58,53.0,10,44,4,3,5,1,4,8,3,Operations,Manager,Bachelor,Male,Divorced,Day,Remote,Balanced,0,0,0,0,0,0,0
896,21,10,61601.0,16,24,46.0,9,36,0,1,2,5,14,6,2,Operations,Lead,Bachelor,Female,Single,Day,Remote,Balanced,1,0,0,1,1,0,0
897,54,18,83273.0,11,12,39.0,12,53,13,3,2,0,3,8,10,HR,Lead,Bachelor,Male,Married,Day,Office,Hands-off,0,0,0,0,0,0,0
898,43,6,80330.0,19,59,47.0,14,48,8,1,4,5,6,1,0,Finance,Manager,Master,Male,Divorced,Day,Remote,Supportive,1,0,0,0,0,0,0
899,51,0,54836.0,9,48,69.0,15,65,25,2,1,7,12,2,12,Operations,Engineer,Bachelor,Male,Single,Day,Hybrid,Micromanager,0,0,0,1,0,0,0
900,36,1,46885.0,2,32,49.0,1,31,0,2,4,0,5,0,1,,Lead,Bachelor,Male,Divorced,Night,Office,Balanced,1,0,0,1,0,0,0
901,23,1,35659.0,9,32,39.0,13,47,7,3,3,6,18,8,6,,Analyst,High School,Female,Married,Day,Hybrid,Supportive,1,0,1,0,1,0,0
902,50,1,44667.0,6,9,75.0,6,58,18,2,3,2,12,9,4,Sales,Associate,Bachelor,Female,Married,Day,Office,Micromanager,1,0,0,0,1,0,0
903,45,0,51712.0,6,16,31.0,13,61,21,2,1,3,12,10,14,Marketing,Engineer,Bachelor,Female,Divorced,Day,Office,Balanced,1,0,0,0,1,0,0
904,42,4,59306.0,15,36,,13,52,12,4,1,0,16,8,15,Marketing,Engineer,Master,Female,Single,Day,Office,Balanced,1,0,0,0,0,0,0
905,59,13,69797.0,3,33,80.0,9,49,9,1,5,1,9,6,1,Engineering,Analyst,Bachelor,Male,Single,Day,Hybrid,Supportive,1,0,1,0,0,0,0
906,32,1,53516.0,15,49,61.0,5,57,17,5,3,5,16,8,8,Engineering,Analyst,Bachelor,Male,Single,Flexible,Remote,Supportive,0,0,0,0,0,1,0
907,58,2,299405.0,20,35,45.0,4,31,0,4,2,1,12,3,15,Sales,Executive,Bachelor,Female,Divorced,Day,Office,Supportive,1,0,0,0,1,0,0
908,31,6,54778.0,0,16,47.0,1,38,0,5,4,7,20,0,6,HR,Manager,Bachelor,Female,Single,Night,Office,Balanced,0,0,0,1,0,0,0
909,31,5,52711.0,12,42,32.0,13,67,27,5,2,7,19,0,10,Legal,Engineer,High School,Male,Single,Day,Hybrid,Supportive,0,0,0,0,0,1,0
910,41,16,89805.0,9,40,,14,51,11,2,5,2,17,9,0,Research,Analyst,Master,Female,Married,Day,Hybrid,,0,0,0,1,0,0,0
911,31,3,58769.0,20,19,46.0,4,61,21,1,3,5,4,7,5,Engineering,Engineer,Bachelor,Female,Single,Day,Hybrid,Balanced,0,0,0,0,0,0,0
912,55,15,78277.0,8,8,58.0,3,34,0,5,5,2,4,4,3,Engineering,Executive,PhD,Male,Single,Day,Remote,Balanced,1,0,1,1,0,0,0
913,29,7,64088.0,5,55,21.0,15,64,24,2,2,7,9,8,13,Research,Executive,High School,Female,Single,Day,Remote,Balanced,1,0,0,0,1,0,0
914,36,1,40975.0,2,35,19.0,10,52,12,4,2,5,2,6,3,Finance,Engineer,Bachelor,Female,Divorced,Day,Hybrid,Micromanager,0,0,0,0,1,0,0
915,40,20,94301.0,9,22,66.0,3,60,20,1,5,4,13,6,4,Engineering,Lead,Master,Female,Divorced,Day,Remote,Supportive,1,1,0,0,1,0,0
916,49,10,84355.0,3,14,57.0,12,47,7,1,3,5,12,4,2,Sales,Analyst,Master,Female,Married,Day,Office,Balanced,1,0,0,1,0,1,0
917,22,18,86240.0,0,19,12.0,14,61,21,1,4,0,4,3,15,Legal,Lead,Master,Male,Divorced,Day,Hybrid,Supportive,0,0,0,0,1,0,0
918,33,8,58491.0,8,52,27.0,15,48,8,2,1,5,5,2,9,Operations,Manager,High School,Female,Married,Day,Remote,Supportive,0,0,1,1,0,0,0
919,31,18,76954.0,2,34,28.0,3,44,4,3,3,7,12,1,3,Operations,Executive,Master,Female,Married,Day,Hybrid,Micromanager,0,0,0,0,0,0,0
920,44,17,64041.0,7,44,4.0,1,69,29,4,5,6,16,3,12,Sales,Analyst,Bachelor,Male,Single,Day,Hybrid,Supportive,0,0,0,1,0,0,0
921,60,5,84428.0,4,12,10.0,10,64,24,1,4,7,10,6,9,HR,Lead,PhD,Male,Married,Day,Hybrid,Balanced,0,0,0,0,1,0,1
922,21,9,68376.0,17,27,53.0,8,32,0,3,3,1,16,4,9,Marketing,Associate,Bachelor,Male,Divorced,Night,Hybrid,Supportive,0,0,0,0,0,1,0
923,58,7,35874.0,4,14,48.0,4,69,29,3,5,4,6,1,7,Finance,Manager,Master,Female,Married,Night,Remote,Supportive,1,0,0,0,1,0,0
924,52,8,63155.0,10,37,69.0,14,69,29,3,2,3,3,8,15,Engineering,Lead,Bachelor,Female,Divorced,Flexible,Office,Micromanager,0,0,0,0,0,0,0
925,52,13,69421.0,12,23,31.0,14,32,0,3,3,5,3,9,12,Finance,Associate,Master,Other,Single,Night,Office,Balanced,0,0,0,0,1,1,1
926,59,11,84796.0,6,10,39.0,1,66,26,4,1,7,10,1,0,Engineering,Analyst,Master,Female,Divorced,Day,Office,Supportive,1,0,0,0,0,1,0
927,30,18,92927.0,3,54,61.0,4,35,0,2,4,7,5,0,12,Sales,Analyst,Bachelor,Male,Single,Day,Office,Supportive,1,0,0,1,0,0,0
928,29,18,88207.0,6,49,39.0,8,32,0,4,5,3,6,10,7,Marketing,Associate,Bachelor,Female,Single,Day,Office,Balanced,1,0,0,0,0,0,1
929,29,3,35666.0,15,13,77.0,6,50,10,1,1,4,3,9,2,Engineering,Associate,Bachelor,Female,Single,Day,Remote,Hands-off,0,0,0,0,0,0,0
930,38,15,93078.0,4,1,73.0,5,42,2,3,2,5,20,10,14,Finance,Analyst,High School,Female,Divorced,Day,Office,Supportive,1,0,0,1,0,0,0
931,56,13,85415.0,5,3,19.0,3,42,2,1,3,7,10,1,1,Engineering,Associate,Master,Male,Married,Flexible,Hybrid,Hands-off,1,0,0,0,1,1,0
932,59,16,86818.0,5,52,43.0,4,42,2,4,5,1,20,1,11,Engineering,Executive,Master,Female,Married,Day,Remote,Hands-off,0,0,0,1,0,0,0
933,35,20,89771.0,9,12,21.0,8,50,10,3,2,2,2,1,15,Marketing,Associate,Master,Male,Single,Day,Remote,Supportive,0,0,0,0,0,0,0
934,36,5,62965.0,10,51,24.0,13,48,8,2,1,6,15,7,7,Finance,Engineer,Master,Female,Married,Day,Hybrid,Micromanager,1,0,1,0,0,1,0
935,43,3,49697.0,12,51,78.0,3,61,21,3,3,1,16,8,1,Engineering,Executive,Master,Male,Married,Night,Office,Balanced,1,0,0,0,0,0,0
936,58,15,96761.0,12,12,21.0,12,31,0,5,5,2,12,8,1,Research,Manager,Bachelor,Female,Divorced,Flexible,Remote,Balanced,1,0,0,0,0,0,0
937,29,8,,17,41,52.0,11,64,24,1,1,3,20,7,3,Engineering,Associate,Bachelor,Female,Divorced,Day,Office,Supportive,0,0,0,0,1,1,1
938,28,7,83949.0,14,19,9.0,8,45,5,3,4,7,15,3,2,Engineering,Manager,Bachelor,Female,Single,Day,Office,Balanced,0,1,0,1,0,0,0
939,53,20,89797.0,11,3,55.0,15,70,30,2,2,1,11,7,1,Marketing,Analyst,Bachelor,Male,Single,Flexible,Office,Micromanager,0,0,0,0,0,0,0
940,50,14,57661.0,18,60,76.0,7,41,1,1,1,4,5,2,15,Engineering,Associate,Master,Male,Single,Day,Hybrid,Supportive,1,0,0,0,0,0,0
941,57,3,46862.0,12,37,75.0,3,63,23,4,4,4,4,3,12,Finance,Manager,Bachelor,Female,Divorced,Day,Remote,Hands-off,1,0,0,1,0,1,0
942,36,9,65836.0,19,28,26.0,12,58,18,5,4,0,9,5,4,Marketing,Executive,Master,Male,Married,Night,Remote,Supportive,1,0,0,1,0,0,0
943,27,20,91869.0,11,12,35.0,13,40,0,5,5,1,14,0,0,Operations,Manager,High School,Male,Single,Day,Hybrid,Hands-off,0,1,0,0,0,0,0
944,39,18,110210.0,18,51,24.0,2,46,6,2,5,5,18,6,1,HR,Manager,Bachelor,Female,Single,Day,Office,Micromanager,0,0,0,1,0,1,0
945,36,0,66501.0,0,46,17.0,2,67,27,1,3,0,17,3,1,Engineering,Executive,Master,Male,Married,Day,Hybrid,Hands-off,1,1,0,0,1,0,0
946,59,15,,7,23,73.0,10,34,0,3,5,5,20,10,3,Engineering,Engineer,PhD,Male,Married,Day,Hybrid,Micromanager,0,0,0,1,0,0,0
947,37,16,91723.0,6,33,16.0,12,46,6,3,3,3,18,1,13,Operations,Lead,Master,Female,Married,Flexible,Office,Balanced,1,1,0,1,0,0,0
948,54,18,108047.0,2,4,10.0,13,47,7,3,4,0,5,2,0,Engineering,Manager,High School,Female,Divorced,Day,Hybrid,Balanced,0,0,0,0,1,0,0
949,41,19,98459.0,6,43,55.0,12,38,0,1,4,1,1,0,4,Finance,Engineer,PhD,Female,Divorced,Day,Hybrid,Balanced,0,0,0,1,1,0,0
950,58,5,51697.0,9,59,28.0,2,32,0,5,4,6,5,0,8,HR,Executive,Master,Male,Single,Day,Remote,Balanced,0,0,0,0,0,1,0
951,39,0,57099.0,9,27,37.0,10,64,24,3,4,7,14,4,11,Marketing,Lead,Master,Female,Married,Night,Remote,Supportive,0,1,1,1,0,1,0
952,39,4,,7,34,65.0,8,43,3,1,2,4,0,1,14,Engineering,Executive,Master,Female,Divorced,Day,Hybrid,Hands-off,1,0,0,1,0,0,0
953,30,14,78409.0,20,10,70.0,7,32,0,1,3,1,4,7,1,Research,Lead,PhD,Female,Married,Day,Hybrid,Micromanager,0,0,0,1,1,1,0
954,33,17,78680.0,15,56,47.0,5,39,0,1,3,2,8,1,2,Operations,Lead,Master,Male,Single,Night,Remote,,0,0,0,0,1,0,1
955,38,11,80575.0,4,1,45.0,2,45,5,5,1,3,18,5,5,Finance,Engineer,Bachelor,Female,Single,Day,Office,Balanced,0,0,0,1,1,1,0
956,40,14,79327.0,17,49,41.0,5,41,1,1,4,7,19,5,11,Research,Analyst,Bachelor,Female,Single,Night,Hybrid,Micromanager,1,1,0,1,1,0,0
957,37,2,61558.0,8,31,4.0,4,45,5,2,1,7,19,5,13,Research,Engineer,Bachelor,Male,Divorced,Day,Remote,Micromanager,0,0,0,0,1,0,1
958,35,15,105443.0,19,35,66.0,11,63,23,2,4,2,8,6,5,Marketing,Engineer,Bachelor,Male,Divorced,Night,Office,Balanced,0,0,0,0,0,1,1
959,22,20,114046.0,4,32,52.0,12,64,24,1,3,2,1,5,7,Operations,Lead,Master,Male,Married,Flexible,Remote,Micromanager,0,0,0,1,1,0,0
960,23,19,80882.0,13,28,,4,44,4,1,5,7,5,9,8,HR,Executive,Bachelor,Male,Married,Day,Hybrid,Balanced,0,0,0,0,0,0,0
961,43,7,37289.0,16,39,25.0,13,51,11,4,3,0,2,8,1,Finance,Lead,Bachelor,Female,Single,Day,Remote,Hands-off,1,0,0,1,1,1,0
962,53,7,,4,54,47.0,4,47,7,5,2,4,15,5,10,Operations,Manager,Bachelor,Female,Single,Day,Office,,0,0,0,1,1,0,0
963,36,5,75646.0,0,15,65.0,12,49,9,4,5,7,13,3,7,Marketing,Executive,High School,Female,Single,Day,Office,Balanced,0,0,0,0,1,0,0
964,57,0,44556.0,17,19,50.0,10,51,11,1,2,0,19,9,2,Marketing,Associate,Master,Male,Divorced,Day,Remote,Balanced,0,0,0,1,1,0,0
965,23,19,83803.0,4,52,,13,50,10,3,5,0,19,4,11,Research,Analyst,Bachelor,Female,Divorced,Flexible,Office,Balanced,1,0,0,1,1,0,0
966,38,12,62823.0,6,35,,6,61,21,3,5,3,11,4,13,Marketing,Lead,PhD,Female,Married,Day,Remote,Balanced,0,0,0,0,0,0,0
967,46,5,48311.0,1,26,13.0,2,67,27,1,3,2,13,7,14,Finance,Associate,Master,Male,Divorced,Day,Hybrid,Micromanager,1,0,0,1,1,1,0
968,36,20,85683.0,2,36,58.0,7,32,0,1,5,1,20,3,11,Sales,Associate,Bachelor,Female,Divorced,Flexible,Remote,Micromanager,0,0,0,1,0,0,0
969,43,9,79277.0,18,12,76.0,1,31,0,4,1,6,20,7,6,Marketing,Associate,Master,Female,Married,Night,Hybrid,Supportive,1,0,0,0,0,0,0
970,39,2,29115.0,15,41,59.0,15,32,0,3,4,6,18,7,2,Finance,Associate,Master,Female,Divorced,Day,Office,Balanced,0,0,0,1,0,0,0
971,23,18,84038.0,17,11,,7,30,0,4,4,0,7,10,13,Sales,Associate,Master,Male,Single,Day,Hybrid,Balanced,0,0,0,1,0,0,0
972,32,4,69063.0,17,40,20.0,3,39,0,1,2,2,1,10,13,Operations,Analyst,Bachelor,Female,Married,Night,Remote,Supportive,1,0,0,0,0,1,0
973,60,13,73447.0,20,9,64.0,12,35,0,1,3,5,12,5,0,Sales,Associate,Bachelor,Female,Married,Day,Hybrid,Supportive,1,0,0,0,0,1,0
974,34,7,52921.0,11,7,37.0,13,51,11,4,1,7,0,6,2,Sales,Lead,High School,Male,Married,Day,Hybrid,Micromanager,0,0,0,1,0,0,0
975,43,12,68147.0,8,28,10.0,15,51,11,1,5,4,3,9,3,HR,Executive,Bachelor,Other,Married,Day,Hybrid,Balanced,1,0,1,1,1,0,0
976,34,0,69571.0,1,60,51.0,1,40,0,4,5,4,11,5,13,Legal,Lead,Bachelor,Female,Married,Night,Remote,Micromanager,1,0,0,1,0,1,0
977,41,0,65658.0,15,30,3.0,2,52,12,5,3,3,3,8,1,Finance,Executive,High School,Male,Married,Day,Office,Hands-off,1,0,0,1,0,0,0
978,21,20,88218.0,20,4,73.0,10,69,29,3,4,1,8,2,3,Research,Lead,PhD,Male,Married,Day,Remote,Balanced,0,0,0,1,1,0,0
979,55,20,84553.0,16,53,42.0,1,48,8,3,1,0,19,5,6,Operations,Associate,Master,Male,Married,Day,Hybrid,Balanced,0,0,0,0,1,0,0
980,22,7,54315.0,11,30,40.0,11,52,12,1,5,0,0,7,12,Research,Lead,Master,Male,Married,Day,Remote,Supportive,1,0,0,1,0,0,0
981,50,2,67591.0,0,38,69.0,11,41,1,3,3,1,8,6,13,Sales,Associate,PhD,Male,Single,Day,Remote,Balanced,1,0,0,1,0,0,0
982,58,4,42815.0,17,26,,6,52,12,3,3,3,14,10,9,Engineering,Executive,Bachelor,Female,Divorced,Day,Remote,Balanced,1,0,0,1,0,1,0
983,32,8,83145.0,0,17,26.0,2,31,0,4,1,1,4,4,8,Marketing,Lead,High School,Female,Married,Day,Office,Supportive,0,0,0,1,1,1,0
984,47,3,61027.0,17,39,,3,54,14,1,1,2,16,10,14,Engineering,Executive,Master,Female,Single,Day,Office,Supportive,1,0,0,1,1,0,0
985,31,17,89025.0,15,24,27.0,9,58,18,5,2,0,6,9,2,Operations,Lead,Master,Female,Single,Day,Remote,Balanced,0,0,0,1,0,0,0
986,24,15,88306.0,17,5,5.0,10,41,1,1,5,5,18,3,15,Engineering,Manager,Bachelor,Female,Married,Day,Office,Hands-off,0,1,0,0,0,0,0
987,47,0,22345.0,6,33,76.0,13,31,0,2,1,6,12,7,10,Operations,Associate,Bachelor,Male,Single,Day,Office,Supportive,0,0,0,0,0,0,0
988,59,1,55930.0,16,1,31.0,3,43,3,2,2,3,13,7,4,Engineering,Associate,Bachelor,Male,Divorced,Day,Office,Micromanager,1,0,0,1,0,0,0
989,48,11,88168.0,19,13,33.0,1,52,12,2,3,5,4,4,11,Operations,Engineer,Bachelor,Male,Married,Day,Office,Micromanager,1,0,0,0,0,1,0
990,28,11,53256.0,20,8,51.0,4,34,0,5,3,5,4,4,12,Finance,Lead,Bachelor,Female,Divorced,Night,Hybrid,Balanced,0,1,0,0,0,0,0
991,45,2,58191.0,12,7,43.0,7,56,16,2,1,3,2,5,10,Marketing,Lead,High School,Female,Married,Day,Office,Supportive,1,0,0,0,0,0,0
992,27,14,87584.0,8,59,60.0,9,56,16,4,2,6,16,5,4,Operations,Lead,Master,Female,Divorced,Day,Office,Balanced,0,0,0,1,1,0,0
993,28,10,87087.0,14,48,2.0,15,54,14,1,3,2,8,5,14,HR,Manager,Master,Male,Divorced,Flexible,Office,Hands-off,1,0,0,1,0,0,0
994,52,0,50383.0,11,36,48.0,7,32,0,1,3,1,5,10,6,Sales,Analyst,High School,Female,Married,Day,Hybrid,Hands-off,1,0,0,1,1,0,0
995,29,8,79725.0,16,4,3.0,11,45,5,2,5,5,9,6,6,Operations,Engineer,Bachelor,Male,Married,Night,Hybrid,Balanced,0,0,0,1,0,1,0
996,33,20,69472.0,10,54,14.0,2,44,4,3,1,3,17,5,14,Engineering,Associate,Master,Female,Married,Day,Remote,Balanced,0,0,0,0,1,0,1
997,32,2,35457.0,17,11,25.0,8,57,17,2,5,3,9,7,14,,Executive,Bachelor,Female,Married,Day,Hybrid,Balanced,0,1,0,1,1,0,0
998,50,1,38187.0,16,59,23.0,6,57,17,1,4,2,6,6,5,Research,Lead,Master,Female,Divorced,Flexible,Hybrid,Balanced,0,0,0,1,1,1,0
999,35,6,43852.0,10,44,50.0,1,35,0,5,4,7,9,10,1,Marketing,Associate,Master,Male,Single,Flexible,Remote,Balanced,0,0,0,0,0,1,0
1000,41,20,106418.0,17,27,28.0,15,41,1,2,1,2,11,6,4,Operations,Engineer,PhD,Female,Married,Night,Office,Supportive,1,0,0,1,0,0,0
1001,45,12,61530.0,4,38,62.0,13,63,23,1,4,2,8,1,11,Engineering,Analyst,Bachelor,Female,Married,Day,Office,Balanced,0,0,0,0,1,0,0
1002,55,17,69844.0,10,6,44.0,11,34,0,2,3,2,16,5,2,Marketing,Analyst,Bachelor,Male,Married,Day,Office,Hands-off,0,0,1,0,1,1,0
1003,46,2,44997.0,13,26,33.0,10,38,0,5,3,6,1,3,9,Research,Lead,Master,Male,Single,Night,Hybrid,Balanced,1,0,1,0,0,1,1
1004,34,8,60071.0,6,39,30.0,2,45,5,3,1,6,5,8,14,Marketing,Analyst,Bachelor,Female,Married,Day,Hybrid,Micromanager,1,0,1,1,0,0,1
1005,58,6,69302.0,14,17,55.0,3,35,0,1,5,6,16,4,15,Finance,Analyst,Master,Female,Single,Flexible,Office,Balanced,0,1,1,1,0,0,0
1006,59,14,94444.0,8,15,11.0,2,35,0,2,1,1,5,2,4,Engineering,Executive,Bachelor,Male,Single,Night,Hybrid,Hands-off,0,0,0,0,1,0,0
